frameId,swimmerId,swimmerName,lane,cumul,eventId,eventX,eventY,event,TempsVideo (s),Temps (s),distance (m),tempo (s),frequence (cylce/min),amplitude (m),vitesse (m/s)
31,4,Ligne 5,ligne5,0.00,0,0.0000,,reaction,24.02,0.62,0.00
45,4,Ligne 5,ligne5,3.58,1,3.5799,8,enter,24.299999999999997,0.9,3.58
203,4,Ligne 5,ligne5,12.05,2,12.0472,8,end,27.459999999999997,4.06,12.05
239,4,Ligne 5,ligne5,13.56,3,13.5645,8,cycle,28.18,4.78,13.56,,,,
259,4,Ligne 5,ligne5,14.38,4,14.3825,8,cycle,28.58,5.18,14.38,0.80,75.00,1.64,2.05
273,4,Ligne 5,ligne5,15.00,5,15.0000,8,section,28.86,5.46,15.00
291.00,4,Ligne 5,ligne5,15.78,6,15.7755,8,respi,29.22,5.82,15.78
295,4,Ligne 5,ligne5,15.90,7,15.8980,8,cycle,29.299999999999997,5.9,15.90,1.44,41.67,3.04,2.11
316,4,Ligne 5,ligne5,16.83,8,16.8254,8,cycle,29.72,6.32,16.83,0.84,71.43,1.86,2.21
350,4,Ligne 5,ligne5,18.38,9,18.3827,8,cycle,30.4,7,18.38,1.36,44.12,3.10,2.28
352.00,4,Ligne 5,ligne5,18.51,10,18.5110,8,respi,30.439999999999998,7.04,18.51
369,4,Ligne 5,ligne5,19.21,11,19.2058,8,cycle,30.779999999999998,7.38,19.21,0.76,78.95,1.66,2.18
406,4,Ligne 5,ligne5,20.77,12,20.7663,8,cycle,31.519999999999996,8.12,20.77,1.48,40.54,3.12,2.11
406.00,4,Ligne 5,ligne5,20.88,13,20.8763,8,respi,31.519999999999996,8.12,20.88
427,4,Ligne 5,ligne5,21.68,14,21.6845,8,cycle,31.939999999999998,8.54,21.68,0.84,71.43,1.82,2.17
461,4,Ligne 5,ligne5,23.14,15,23.1365,8,cycle,32.62,9.22,23.14,1.36,44.12,2.92,2.15
462.00,4,Ligne 5,ligne5,23.24,16,23.2437,8,respi,32.64,9.24,23.24
481,4,Ligne 5,ligne5,24.01,17,24.0117,8,cycle,33.019999999999996,9.62,24.01,0.80,75.00,1.74,2.18
504,4,Ligne 5,ligne5,25.00,18,25.0000,8,section,33.48,10.08,25.00
515,4,Ligne 5,ligne5,25.33,19,25.3279,8,cycle,33.7,10.3,25.33,1.36,44.12,2.64,1.94
518.00,4,Ligne 5,ligne5,25.57,20,25.5666,8,respi,33.76,10.36,25.57
539,4,Ligne 5,ligne5,26.41,21,26.4095,8,cycle,34.18,10.78,26.41,0.96,62.50,2.16,2.25
571,4,Ligne 5,ligne5,27.82,22,27.8193,8,cycle,34.82,11.42,27.82,1.28,46.87,2.82,2.20
573.00,4,Ligne 5,ligne5,27.86,23,27.8558,8,respi,34.86,11.46,27.86
594,4,Ligne 5,ligne5,28.80,24,28.8046,8,cycle,35.28,11.88,28.80,0.92,65.22,1.96,2.13
628,4,Ligne 5,ligne5,30.25,25,30.2497,8,cycle,35.96,12.56,30.25,1.36,44.12,2.90,2.13
634.00,4,Ligne 5,ligne5,30.49,26,30.4925,8,respi,36.08,12.68,30.49
651,4,Ligne 5,ligne5,31.29,27,31.2920,8,cycle,36.42,13.02,31.29,0.92,65.22,2.08,2.26
686,4,Ligne 5,ligne5,32.79,28,32.7915,8,cycle,37.12,13.72,32.79,1.40,42.86,3.00,2.14
690.00,4,Ligne 5,ligne5,32.97,29,32.9679,8,respi,37.2,13.8,32.97
709,4,Ligne 5,ligne5,33.79,30,33.7859,8,cycle,37.58,14.18,33.79,0.92,65.22,2.00,2.17
738,4,Ligne 5,ligne5,35.00,31,35.0000,8,section,38.16,14.76,35.00
746,4,Ligne 5,ligne5,35.27,32,35.2684,8,cycle,38.32,14.92,35.27,1.48,40.54,2.96,2.00
751.00,4,Ligne 5,ligne5,35.48,33,35.4828,8,respi,38.42,15.02,35.48
768,4,Ligne 5,ligne5,36.13,34,36.1299,8,cycle,38.76,15.36,36.13,0.88,68.18,1.72,1.95
805,4,Ligne 5,ligne5,37.66,35,37.6635,8,cycle,39.5,16.1,37.66,1.48,40.54,3.06,2.07
809.00,4,Ligne 5,ligne5,37.96,36,37.9625,8,respi,39.58,16.18,37.96
826,4,Ligne 5,ligne5,38.55,37,38.5503,8,cycle,39.92,16.52,38.55,0.84,71.43,1.78,2.12
862,4,Ligne 5,ligne5,40.01,38,40.0143,8,cycle,40.64,17.24,40.01,1.44,41.67,2.92,2.03
868.00,4,Ligne 5,ligne5,40.46,39,40.4577,8,respi,40.76,17.36,40.46
886,4,Ligne 5,ligne5,41.04,40,41.0373,8,cycle,41.12,17.72,41.04,0.96,62.50,2.06,2.15
920,4,Ligne 5,ligne5,42.59,41,42.5860,8,cycle,41.8,18.4,42.59,1.36,44.12,3.10,2.28
927.00,4,Ligne 5,ligne5,42.83,42,42.8332,8,respi,41.94,18.54,42.83
944,4,Ligne 5,ligne5,43.51,43,43.5065,8,cycle,42.28,18.88,43.51,0.96,62.50,1.84,1.92
975,4,Ligne 5,ligne5,45.00,44,45.0000,8,section,42.9,19.5,45.00
979,4,Ligne 5,ligne5,45.08,45,45.0806,8,cycle,42.98,19.58,45.08,1.40,42.86,3.14,2.24
986.00,4,Ligne 5,ligne5,45.33,46,45.3268,8,respi,43.12,19.72,45.33
1002,4,Ligne 5,ligne5,45.95,47,45.9481,8,cycle,43.44,20.04,45.95,0.92,65.22,1.74,1.89
1037,4,Ligne 5,ligne5,47.41,48,47.4142,8,cycle,44.14,20.74,47.41,1.40,42.86,2.92,2.09
1059,4,Ligne 5,ligne5,48.32,49,48.3213,8,cycle,44.58,21.18,48.32,0.88,68.18,1.82,2.07
1114,4,Ligne 5,ligne5,50.00,50,50.0000,,turn,45.68,22.28,50.00
1189,4,Ligne 5,ligne5,55.00,51,45.0000,8,section,47.18,23.78,55.00
1249,4,Ligne 5,ligne5,57.16,52,42.8415,8,end,48.379999999999995,24.98,57.16
1279,4,Ligne 5,ligne5,58.15,53,41.8498,8,cycle,48.98,25.58,58.15
1288.00,4,Ligne 5,ligne5,58.56,54,41.4435,8,respi,49.16,25.76,58.56
1303,4,Ligne 5,ligne5,59.34,55,40.6644,8,cycle,49.459999999999994,26.06,59.34,0.96,62.50,2.38,2.48
1343,4,Ligne 5,ligne5,60.85,56,39.1517,8,cycle,50.26,26.86,60.85,1.60,37.50,3.02,1.89
1344.00,4,Ligne 5,ligne5,60.94,57,39.0584,8,respi,50.28,26.88,60.94
1367,4,Ligne 5,ligne5,62.04,58,37.9646,8,cycle,50.739999999999995,27.34,62.04,0.96,62.50,2.38,2.48
1403,4,Ligne 5,ligne5,63.19,59,36.8120,8,cycle,51.459999999999994,28.06,63.19,1.44,41.67,2.30,1.60
1407.00,4,Ligne 5,ligne5,63.56,60,36.4414,8,respi,51.54,28.14,63.56
1426,4,Ligne 5,ligne5,64.29,61,35.7075,8,cycle,51.92,28.52,64.29,0.92,65.22,2.20,2.39
1444,4,Ligne 5,ligne5,65.00,62,35.0000,8,section,52.28,28.88,65.00
1461,4,Ligne 5,ligne5,65.58,63,34.4246,8,cycle,52.62,29.22,65.58,1.40,42.86,2.58,1.84
1467.00,4,Ligne 5,ligne5,65.89,64,34.1073,8,respi,52.739999999999995,29.34,65.89
1483,4,Ligne 5,ligne5,66.54,65,33.4591,8,cycle,53.06,29.66,66.54,0.88,68.18,1.92,2.18
1521,4,Ligne 5,ligne5,68.21,66,31.7924,8,cycle,53.82,30.42,68.21,1.52,39.47,3.34,2.20
1530.00,4,Ligne 5,ligne5,68.42,67,31.5811,8,respi,54,30.6,68.42
1544,4,Ligne 5,ligne5,69.12,68,30.8793,8,cycle,54.28,30.88,69.12,0.92,65.22,1.82,1.98
1584,4,Ligne 5,ligne5,70.65,69,29.3488,8,cycle,55.08,31.68,70.65,1.60,37.50,3.06,1.91
1591.00,4,Ligne 5,ligne5,70.94,70,29.0636,8,respi,55.22,31.82,70.94
1606,4,Ligne 5,ligne5,71.68,71,28.3216,8,cycle,55.519999999999996,32.12,71.68,0.88,68.18,2.06,2.34
1643,4,Ligne 5,ligne5,73.04,72,26.9604,8,cycle,56.26,32.86,73.04,1.48,40.54,2.72,1.84
1654.00,4,Ligne 5,ligne5,73.47,73,26.5273,8,respi,56.48,33.08,73.47
1669,4,Ligne 5,ligne5,74.17,74,25.8337,8,cycle,56.78,33.38,74.17,1.04,57.69,2.26,2.17
1692,4,Ligne 5,ligne5,75.00,75,25.0000,8,section,57.24,33.84,75.00
1706,4,Ligne 5,ligne5,75.56,76,24.4407,8,cycle,57.519999999999996,34.12,75.56,1.48,40.54,2.78,1.88
1717.00,4,Ligne 5,ligne5,76.05,77,23.9536,8,respi,57.74,34.34,76.05
1731,4,Ligne 5,ligne5,76.60,78,23.3999,8,cycle,58.019999999999996,34.62,76.60,1.00,60.00,2.08,2.08
1766,4,Ligne 5,ligne5,77.97,79,22.0263,8,cycle,58.72,35.32,77.97,1.40,42.86,2.74,1.96
1778.00,4,Ligne 5,ligne5,78.52,80,21.4824,8,respi,58.96,35.56,78.52
1793,4,Ligne 5,ligne5,79.12,81,20.8826,8,cycle,59.26,35.86,79.12,1.08,55.56,2.30,2.13
1831,4,Ligne 5,ligne5,80.58,82,19.4173,8,cycle,60.019999999999996,36.62,80.58,1.52,39.47,2.92,1.92
1839.00,4,Ligne 5,ligne5,80.96,83,19.0433,8,respi,60.18,36.78,80.96
1857,4,Ligne 5,ligne5,81.61,84,18.3889,8,cycle,60.54,37.14,81.61,1.04,57.69,2.06,1.98
1893,4,Ligne 5,ligne5,82.86,85,17.1415,8,cycle,61.26,37.86,82.86,1.44,41.67,2.50,1.74
1900.00,4,Ligne 5,ligne5,83.30,86,16.6974,8,respi,61.4,38,83.30
1919,4,Ligne 5,ligne5,83.97,87,16.0263,8,cycle,61.78,38.38,83.97,1.04,57.69,2.22,2.13
1942,4,Ligne 5,ligne5,85.00,88,15.0000,8,section,62.24,38.84,85.00
1956,4,Ligne 5,ligne5,85.43,89,14.5746,8,cycle,62.519999999999996,39.12,85.43,1.48,40.54,2.92,1.97
1964.00,4,Ligne 5,ligne5,85.84,90,14.1641,8,respi,62.68,39.28,85.84
1982,4,Ligne 5,ligne5,86.42,91,13.5774,8,cycle,63.04,39.64,86.42,1.04,57.69,1.98,1.90
2020,4,Ligne 5,ligne5,87.93,92,12.0734,8,cycle,63.8,40.4,87.93,1.52,39.47,3.02,1.99
2028.00,4,Ligne 5,ligne5,88.36,93,11.6393,8,respi,63.96,40.56,88.36
2047,4,Ligne 5,ligne5,88.97,94,11.0272,8,cycle,64.34,40.94,88.97,1.08,55.56,2.08,1.93
2086,4,Ligne 5,ligne5,90.38,95,9.6209,8,cycle,65.12,41.72,90.38,1.56,38.46,2.82,1.81
2095.00,4,Ligne 5,ligne5,91.00,96,9.0017,8,respi,65.3,41.9,91.00
2109,4,Ligne 5,ligne5,91.34,97,8.6621,8,cycle,65.58,42.18,91.34,0.92,65.22,1.92,2.09
2147,4,Ligne 5,ligne5,92.80,98,7.1962,8,cycle,66.34,42.94,92.80,1.52,39.47,2.92,1.92
2156.00,4,Ligne 5,ligne5,93.38,99,6.6208,8,respi,66.52,43.12,93.38
2172,4,Ligne 5,ligne5,93.82,100,6.1829,8,cycle,66.84,43.44,93.82,1.00,60.00,2.04,2.04
2206,4,Ligne 5,ligne5,95.00,101,5.0000,8,section,67.52,44.12,95.00
2212,4,Ligne 5,ligne5,95.15,102,4.8478,8,cycle,67.64,44.24,95.15,1.60,37.50,2.66,1.66
2235,4,Ligne 5,ligne5,96.02,103,3.9837,8,cycle,68.1,44.7,96.02,0.92,65.22,1.74,1.89
2275,4,Ligne 5,ligne5,97.63,104,2.3711,8,cycle,68.9,45.5,97.63,1.60,37.50,3.22,2.01
2301,4,Ligne 5,ligne5,98.59,105,1.4091,8,cycle,69.42,46.02,98.59,1.04,57.69,1.92,1.85
2320,4,Ligne 5,ligne5,100.00,106,0.0000,,finish,69.8,46.4,100.00
