frameId,swimmerId,swimmerName,lane,cumul,eventId,eventX,eventY,event,TempsVideo (s),Temps (s),distance (m),tempo (s),frequence (cylce/min),amplitude (m),vitesse (m/s)
34.5,0,Ligne 1,ligne1,0.00,0,0.0000,,reaction,24.09,0.69,0.00
50.00,0,Ligne 1,ligne1,3.77,1,3.7668,0,enter,24.4,1,3.77
210.00,0,Ligne 1,ligne1,12.11,2,12.1130,0,end,27.599999999999998,4.2,12.11
234.00,0,Ligne 1,ligne1,13.00,3,13.0008,0,cycle,28.08,4.68,13.00,,,,
257.00,0,Ligne 1,ligne1,14.02,4,14.0194,0,cycle,28.54,5.14,14.02,0.92,65.22,2.04,2.21
282.00,0,Ligne 1,ligne1,15.00,5,15.0000,0,section,29.04,5.64,15.00
290.00,0,Ligne 1,ligne1,15.31,6,15.3094,0,cycle,29.2,5.8,15.31,1.32,45.45,2.58,1.95
296.00,0,Ligne 1,ligne1,15.66,7,15.6618,0,respi,29.32,5.92,15.66
312.00,0,Ligne 1,ligne1,16.36,8,16.3610,0,cycle,29.64,6.24,16.36,0.88,68.18,2.10,2.39
351.00,0,Ligne 1,ligne1,17.93,9,17.9253,0,cycle,30.419999999999998,7.02,17.93,1.56,38.46,3.13,2.01
357.00,0,Ligne 1,ligne1,18.20,10,18.2049,0,respi,30.54,7.14,18.20
369.00,0,Ligne 1,ligne1,18.75,11,18.7476,0,cycle,30.779999999999998,7.38,18.75,0.72,83.33,1.64,2.28
408.00,0,Ligne 1,ligne1,20.33,12,20.3344,0,cycle,31.56,8.16,20.33,1.56,38.46,3.17,2.03
413.00,0,Ligne 1,ligne1,20.55,13,20.5525,0,respi,31.659999999999997,8.26,20.55
426.00,0,Ligne 1,ligne1,21.02,14,21.0243,0,cycle,31.919999999999998,8.52,21.02,0.72,83.33,1.38,1.92
465.00,0,Ligne 1,ligne1,22.65,15,22.6466,0,cycle,32.7,9.3,22.65,1.56,38.46,3.24,2.08
472.00,0,Ligne 1,ligne1,22.96,16,22.9631,0,respi,32.839999999999996,9.44,22.96
485.00,0,Ligne 1,ligne1,23.51,17,23.5125,0,cycle,33.099999999999994,9.7,23.51,0.80,75.00,1.73,2.16
523.00,0,Ligne 1,ligne1,25.00,18,25.0000,0,section,33.86,10.46,25.00
526.00,0,Ligne 1,ligne1,25.17,19,25.1740,0,cycle,33.92,10.52,25.17,1.64,36.59,3.32,2.03
531.00,0,Ligne 1,ligne1,25.33,20,25.3259,0,respi,34.019999999999996,10.62,25.33
544.00,0,Ligne 1,ligne1,25.89,21,25.8944,0,cycle,34.28,10.88,25.89,0.72,83.33,1.44,2.00
585.00,0,Ligne 1,ligne1,27.63,22,27.6322,0,cycle,35.099999999999994,11.7,27.63,1.64,36.59,3.48,2.12
592.00,0,Ligne 1,ligne1,27.85,23,27.8465,0,respi,35.239999999999995,11.84,27.85
604.00,0,Ligne 1,ligne1,28.30,24,28.3020,0,cycle,35.48,12.08,28.30,0.76,78.95,1.34,1.76
646.00,0,Ligne 1,ligne1,30.14,25,30.1368,0,cycle,36.32,12.92,30.14,1.68,35.71,3.67,2.18
651.00,0,Ligne 1,ligne1,30.34,26,30.3419,0,respi,36.42,13.02,30.34
665.00,0,Ligne 1,ligne1,30.93,27,30.9319,0,cycle,36.7,13.3,30.93,0.76,78.95,1.59,2.09
707.00,0,Ligne 1,ligne1,32.68,28,32.6828,0,cycle,37.54,14.14,32.68,1.68,35.71,3.50,2.08
711.00,0,Ligne 1,ligne1,32.84,29,32.8365,0,respi,37.62,14.22,32.84
727.00,0,Ligne 1,ligne1,33.36,30,33.3629,0,cycle,37.94,14.54,33.36,0.80,75.00,1.36,1.70
764.00,0,Ligne 1,ligne1,35.00,31,35.0000,0,section,38.68,15.28,35.00
769.00,0,Ligne 1,ligne1,35.22,32,35.2171,0,cycle,38.78,15.38,35.22,1.68,35.71,3.71,2.21
776.00,0,Ligne 1,ligne1,35.47,33,35.4717,0,respi,38.92,15.52,35.47
788.00,0,Ligne 1,ligne1,35.87,34,35.8704,0,cycle,39.16,15.76,35.87,0.76,78.95,1.31,1.72
828.00,0,Ligne 1,ligne1,37.58,35,37.5846,0,cycle,39.959999999999994,16.56,37.58,1.60,37.50,3.43,2.14
835.00,0,Ligne 1,ligne1,37.83,36,37.8259,0,respi,40.099999999999994,16.7,37.83
850.00,0,Ligne 1,ligne1,38.38,37,38.3760,0,cycle,40.4,17,38.38,0.88,68.18,1.58,1.80
891.00,0,Ligne 1,ligne1,40.12,38,40.1176,0,cycle,41.22,17.82,40.12,1.64,36.59,3.48,2.12
896.00,0,Ligne 1,ligne1,40.35,39,40.3458,0,respi,41.32,17.92,40.35
912.00,0,Ligne 1,ligne1,40.88,40,40.8766,0,cycle,41.64,18.24,40.88,0.84,71.43,1.52,1.81
952.00,0,Ligne 1,ligne1,42.52,41,42.5178,0,cycle,42.44,19.04,42.52,1.60,37.50,3.28,2.05
957.00,0,Ligne 1,ligne1,42.83,42,42.8350,0,respi,42.54,19.14,42.83
975.00,0,Ligne 1,ligne1,43.42,43,43.4203,0,cycle,42.9,19.5,43.42,0.92,65.22,1.81,1.96
1012.00,0,Ligne 1,ligne1,45.00,44,45.0000,0,section,43.64,20.24,45.00
1017.00,0,Ligne 1,ligne1,45.19,45,45.1918,0,cycle,43.739999999999995,20.34,45.19,1.68,35.71,3.54,2.11
1022.00,0,Ligne 1,ligne1,45.34,46,45.3422,0,respi,43.84,20.44,45.34
1040.00,0,Ligne 1,ligne1,46.09,47,46.0861,0,cycle,44.2,20.8,46.09,0.92,65.22,1.79,1.94
1090.00,0,Ligne 1,ligne1,47.95,48,47.9488,0,cycle,45.2,21.8,47.95,2.00,30.00,3.73,1.86
1146.5,0,Ligne 1,ligne1,50.00,49,50.0000,,turn,46.33,22.93,50.00
1227.00,0,Ligne 1,ligne1,55.00,50,45.0000,0,section,47.94,24.54,55.00
1276.00,0,Ligne 1,ligne1,56.63,51,43.3656,0,end,48.92,25.52,56.63
1291.00,0,Ligne 1,ligne1,57.17,52,42.8260,0,cycle,49.22,25.82,57.17
1296.00,0,Ligne 1,ligne1,57.46,53,42.5408,0,respi,49.32,25.92,57.46
1313.00,0,Ligne 1,ligne1,58.09,54,41.9053,0,cycle,49.66,26.26,58.09,0.88,68.18,1.84,2.09
1353.00,0,Ligne 1,ligne1,59.53,55,40.4690,0,cycle,50.459999999999994,27.06,59.53,1.60,37.50,2.87,1.80
1359.00,0,Ligne 1,ligne1,59.89,56,40.1067,0,respi,50.58,27.18,59.89
1373.00,0,Ligne 1,ligne1,60.53,57,39.4718,0,cycle,50.86,27.46,60.53,0.80,75.00,1.99,2.49
1410.00,0,Ligne 1,ligne1,61.85,58,38.1517,0,cycle,51.599999999999994,28.2,61.85,1.48,40.54,2.64,1.78
1416.00,0,Ligne 1,ligne1,62.12,59,37.8804,0,respi,51.72,28.32,62.12
1434.00,0,Ligne 1,ligne1,62.80,60,37.1957,0,cycle,52.08,28.68,62.80,0.96,62.50,1.91,1.99
1467.00,0,Ligne 1,ligne1,64.05,61,35.9473,0,cycle,52.739999999999995,29.34,64.05,1.32,45.45,2.50,1.89
1473.00,0,Ligne 1,ligne1,64.29,62,35.7066,0,respi,52.86,29.46,64.29
1488.00,0,Ligne 1,ligne1,65.00,63,35.0000,0,section,53.16,29.76,65.00
1493.00,0,Ligne 1,ligne1,65.19,64,34.8072,0,cycle,53.26,29.86,65.19,1.04,57.69,2.28,2.19
1529.00,0,Ligne 1,ligne1,66.49,65,33.5105,0,cycle,53.98,30.58,66.49,1.44,41.67,2.59,1.80
1533.00,0,Ligne 1,ligne1,66.67,66,33.3311,0,respi,54.06,30.66,66.67
1554.00,0,Ligne 1,ligne1,67.43,67,32.5715,0,cycle,54.48,31.08,67.43,1.00,60.00,1.88,1.88
1588.00,0,Ligne 1,ligne1,68.85,68,31.1534,0,cycle,55.16,31.76,68.85,1.36,44.12,2.84,2.09
1594.00,0,Ligne 1,ligne1,69.06,69,30.9401,0,respi,55.28,31.88,69.06
1613.00,0,Ligne 1,ligne1,69.88,70,30.1249,0,cycle,55.66,32.26,69.88,1.00,60.00,2.06,2.06
1648.00,0,Ligne 1,ligne1,71.20,71,28.8040,0,cycle,56.36,32.96,71.20,1.40,42.86,2.64,1.89
1654.00,0,Ligne 1,ligne1,71.43,72,28.5717,0,respi,56.48,33.08,71.43
1673.00,0,Ligne 1,ligne1,72.20,73,27.7973,0,cycle,56.86,33.46,72.20,1.00,60.00,2.01,2.01
1707.00,0,Ligne 1,ligne1,73.52,74,26.4837,0,cycle,57.54,34.14,73.52,1.36,44.12,2.63,1.93
1711.00,0,Ligne 1,ligne1,73.77,75,26.2299,0,respi,57.62,34.22,73.77
1735.00,0,Ligne 1,ligne1,74.66,76,25.3442,0,cycle,58.1,34.7,74.66,1.12,53.57,2.28,2.03
1745.00,0,Ligne 1,ligne1,75.00,77,25.0000,0,section,58.3,34.9,75.00
1768.00,0,Ligne 1,ligne1,75.87,78,24.1283,0,cycle,58.76,35.36,75.87,1.32,45.45,2.43,1.84
1773.00,0,Ligne 1,ligne1,76.05,79,23.9467,0,respi,58.86,35.46,76.05
1794.00,0,Ligne 1,ligne1,76.91,80,23.0913,0,cycle,59.28,35.88,76.91,1.04,57.69,2.07,1.99
1828.00,0,Ligne 1,ligne1,78.18,81,21.8192,0,cycle,59.96,36.56,78.18,1.36,44.12,2.54,1.87
1832.00,0,Ligne 1,ligne1,78.36,82,21.6435,0,respi,60.04,36.64,78.36
